URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://www.saude.gov.br/fhir/r4/CodeSystem/BRMedDRA,0.1.0,active,,BRMedDRA,Medical Dictionary for Regulatory Activities (MedDRA),"Medical Dictionary for Regulatory Activities.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRMedicamento,0.1.0,active,,BRMedicamento,Medicamento,"Drogas dirigidas para uso humano, apresentadas em sua formulação final.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRModalidadeAssistencial,0.1.0,active,,BRModalidadeAssistencial,Modalidade Assistencial,"Classifica os contatos assistenciais de acordo com as especificidades do modo, local e duração do atendimento",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRMotivoDesfecho,0.1.0,active,,BRMotivoDesfecho,Motivo do Desfecho,"Caracteriza o motivo de conclusão total ou parcial do contato assistencial.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRObmAMPP,0.1.0,active,,BRObmAMPP,Terminologia de Produto Medicinal Comercial com Apresentação (AMPP) na Ontologia Brasileira de Medicamentos (OBM),"Apresenta o Terminologia de Produto Medicinal Comercial com Apresentação (AMPP) e seu Código na Ontologia Brasileira de Medicamentos (OBM)",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRObmANVISA,0.1.0,active,,BRObmANVISA,Terminologia de Produto Medicinal Comercial com Apresentação (AMPP) na Agência Nacional de Vigilância Sanitária (Anvisa),"Apresenta o Produto Medicinal Comercial com Apresentação (AMPP) e seu Código de Registro na Agência Nacional de Vigilância Sanitária (Anvisa)",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRObmCATMAT,0.1.0,active,,BRObmCATMAT,Terminologia de Produto Medicinal Virtual (VMP) no Catálogo de Materiais (CATMAT),"Apresenta o Produto Medicinal Virtual (VMP) e seu código no Catálogo de Materiais (CATMAT)",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRObmEAN,0.1.0,active,,BRObmEAN,Terminologia de Produto Medicinal Virtual (VMP) na GS1.org,"Apresenta o Produto Medicinal Virtual (VMP) e seu Número Europeu do Artigo (EAN) na GS1.org",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRObmVMP,0.1.0,active,,BRObmVMP,Terminologia de Produto Medicinal Virtual (VMP) na Ontologia Brasileira de Medicamentos (OBM),"Apresenta o Produto Medicinal Virtual (VMP) e seu Código na Ontologia Brasileira de Medicamentos (OBM)",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRPapelProblemaDiagnostico,0.1.0,active,,BRPapelProblemaDiagnostico,Classificação do papel de um problema e diagnóstico,"Classificação do papel de um problema/diagnóstico.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRPosicaoIndividuo,0.1.0,active,,BRPosicaoIndividuo,Posição do Indivíduo,"Identifica a posição de um indivíduo em um determinado contexto.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRProcedencia,0.1.0,active,,BRProcedencia,Procedência,"Identifica o serviço que encaminhou o indivíduo ou a sua iniciativa/de seu responsável na busca pelo acesso ao serviço de saúde.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRResponsabilidadeParticipante,0.1.0,active,,BRResponsabilidadeParticipante,Reponsabilidade no Contato Assistencial,"Classifica o tipo de responsabilidade de indivíduos ou profissionais no Contato Assisntecial.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTabelaSUS,0.1.0,active,,BRTabelaSUS,Tabela de procedimentos, medicamentos e OPM do SUS,"Padroniza os códigos e as nomenclaturas dos procedimentos, medicamentos e OPM para as informações trafegadas no SUS",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTipoAleitamentoMaterno,0.1.0,active,,BRTipoAleitamentoMaterno,Tipo de Aleitamento Materno,"Classifica o tipo de aleitamento materno realizado a uma criança.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTipoDocumento,0.1.0,active,,BRTipoDocumento,Tipo de Documento,"Classificação dos tipos de documentos compartilhados no Brasil.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTipoIdentificador,0.1.0,active,,BRTipoIdentificador,Tipo de Identificador,"Classifica o tipo de indicador que está sendo utilizado.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTipoObservacao,0.1.0,active,,BRTipoObservacao,Tipo de Observação,"Tipo de Observação.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTipoSubstanciaUso,0.1.0,active,,BRTipoSubstanciaUso,Tipo de Substância em Uso,"Identifica o tipo de substância em uso conforme declaração do indivíduo, de acordo com o especificado no modelo de informação do Registro de Atendimento Clínico da Resolução CIT nº 33/2018.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRTurno,0.1.0,active,,BRTurno,Turno do dia,"Code System utilizado para definir o turno de um dia.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRUnidadeMedida,0.1.0,active,,BRUnidadeMedida,Unidade de Medida,"Code System utilizado para definir a unidade de medida de um medicamento prescrito, para consumo ou especificação do fabricante.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRUnidadeTempo,0.1.0,active,,BRUnidadeTempo,Unidade de tempo,"Code System utilizado para definir a classe de unidades de tempo.",
http://www.saude.gov.br/fhir/r4/CodeSystem/BRViaAdministracao,0.1.0,active,,BRViaAdministracao,Via de Administração,"Classifica a via na qual foi administrada uma substância em um indivíduo.",
